4728 8 4 5
6748 8 2 5
4845 9 5 5
6284 9 4 4
5123 8 3 4
4372 8 2 5
4879 8 2 5
6034 9 5 4
5014 9 1 2
6208 9 2 4
5374 8 5 4
4498 9 2 1
4123 9 4 3
5338 8 4 5
6762 9 3 4
4237 9 5 4
6698 8 3 5
5363 8 5 2
4982 8 4 2
4682 9 1 3
5541 8 1 2
5803 9 1 3
4338 8 2 3
6468 8 5 4
4100 9 1 4
6660 8 4 2
6598 8 4 1
6522 8 1 5
5104 8 1 3
5815 8 1 5
6093 8 3 4
5167 9 3 3
6123 9 5 1
6588 8 5 4
6271 8 5 5
4444 9 3 1
6430 8 5 2
4766 8 4 1
4868 9 5 2
5744 8 2 3
5329 8 1 2
6068 9 1 2
4935 8 5 5
5374 9 1 3
6253 9 2 2
6943 8 1 3
6927 9 2 1
4645 8 3 3
5628 9 5 5
5593 8 1 3
6110 9 2 2
4976 9 2 1
6662 9 2 5
4907 8 3 4
6582 9 1 2
5752 8 4 3
4285 9 5 5
4558 8 3 3
6438 9 3 4
5652 8 5 3
5865 9 1 2
6259 9 4 1
5568 8 3 3
6983 9 3 4
6684 9 1 3
4930 8 1 4
4214 9 5 1
4305 8 3 5
4190 9 1 1
5029 8 4 4
5671 8 2 3
6995 8 5 3
4632 8 3 3
6876 8 1 1
6549 8 5 4
4342 8 1 2
6852 8 1 4
4521 8 4 3
6865 8 3 4
5411 8 5 3
5450 9 2 5
5301 9 4 2
4676 9 4 3
4372 8 4 5
4116 8 1 5
6009 8 4 1
5943 8 4 4
5361 8 5 2
5187 9 1 1
4613 9 4 4
6019 9 1 3
6275 8 2 4
5206 8 3 1
5267 9 5 5
4585 8 1 1
4707 8 2 4
6169 8 4 4
6492 9 4 4
6513 9 2 2
6435 9 2 2
4162 9 3 5
4344 8 5 1
6358 9 2 1
4586 9 2 5
6380 9 4 2
5050 9 4 5
6288 8 4 5
5435 8 4 4
6376 8 5 3
6488 9 5 3
5648 8 2 5
4334 9 2 2
5926 9 5 3
6670 8 2 1
5054 8 4 5
6669 9 4 1
6895 8 4 2
6219 9 5 1
4493 8 4 2
6559 8 2 1
4029 9 5 4
6009 9 5 1
4644 8 4 4
6191 9 3 5
6121 9 4 4
5257 9 2 1
4286 8 5 3
5605 9 5 5
5267 8 1 4
5155 8 4 3
5778 9 5 5
6098 8 2 5
6804 8 1 2
5129 8 1 2
5539 8 1 5
5551 9 4 3
4334 9 1 5
6236 8 3 4
5528 8 5 3
6221 9 5 3
4585 8 1 1
5796 9 4 1
4651 8 3 4
5214 8 2 2
4279 9 2 5
6116 9 4 1
6318 8 5 3
6898 8 5 3
6456 8 2 4
4723 9 4 1
6840 9 3 3
6914 8 4 4
6573 9 3 1
5626 8 3 5
6459 8 2 4
6663 8 4 3
6064 9 1 1
5411 9 5 3
6744 9 4 2
4475 8 4 3
6738 8 3 1
6103 9 3 3
6384 9 3 4
4094 8 3 5
6107 8 4 4
6799 8 2 2
4588 9 4 3
4921 8 4 2
4948 8 3 5
6387 9 3 5
5877 9 1 5
4733 8 1 5
4935 8 2 5
5326 9 3 3
5716 8 5 2
6083 9 5 2
6732 8 3 2
6054 9 5 4
6842 9 4 5
5861 9 2 1
5557 8 2 4
6703 8 4 3
5360 9 2 2
4458 8 1 1
4506 9 1 4
5416 8 2 3
4303 9 1 4
5029 9 5 5
5261 9 3 4
5379 8 5 2
4335 9 5 1
5350 8 2 5
5038 8 5 5
5521 9 3 3
4171 9 2 1
4223 9 1 1
5526 9 5 2
6002 8 5 5
5347 8 1 3
6031 8 2 3
5215 8 4 5
4920 8 4 5
6175 8 1 1
5001 9 5 1
4186 9 3 1
4260 9 4 3
4218 9 3 5
4741 9 1 1
4279 9 5 1
5902 8 1 1
5467 9 4 1
4356 8 4 4
4887 8 4 3
5576 8 2 4
5125 8 5 5
5991 8 1 2
6356 8 5 1
5027 8 3 5
5783 9 3 2
5784 9 2 1
6470 9 5 3
4576 8 2 3
5132 9 2 3
5799 9 2 2
5927 9 5 4
6287 9 1 1
6747 9 5 5
4285 9 3 3
4591 9 1 4
4690 8 1 2
6422 9 4 2
4379 9 3 3
5360 9 1 2
4713 9 1 5
4798 9 3 1
4594 9 1 5
5794 9 4 3
4783 8 1 1
4997 9 4 3
5220 8 3 5
6374 8 4 4
4843 8 2 1
6570 9 4 3
6417 8 3 4
6974 8 1 4
6991 9 1 1
4279 8 3 1
6546 8 2 4
6811 9 1 3
6875 8 2 5
6509 9 5 5
6264 9 3 4
4149 8 5 3
4953 9 1 2
4277 9 1 3
4084 8 1 4
6861 9 3 3
4354 9 1 5
6952 8 5 3
5312 8 5 2
6989 8 3 3
5511 8 5 5
6655 8 4 4
6532 9 2 4
5373 9 5 1
4488 8 2 4
6587 9 5 2
4777 8 1 5
6983 8 1 5
6543 9 5 1
6660 9 4 2
5088 9 1 3
6779 8 5 5
5757 9 4 1
5989 9 4 5
6610 8 1 5
6506 8 3 1
4130 9 1 5
4894 9 3 3
6689 8 3 1
5630 8 2 3
4144 9 4 3
5088 9 2 5
4733 9 2 2
4056 9 3 5
6392 8 3 5
6611 8 1 4
6775 9 4 1
4600 8 4 5
5370 8 3 3
6162 9 3 4
5336 8 4 2
6479 8 2 3
4880 8 2 4
4420 9 3 1
4521 8 5 2
5479 8 4 3
4123 8 2 2
6916 9 4 3
6348 8 2 5
4513 9 5 1
5956 8 3 4
5049 9 3 1
5609 8 1 4
5948 9 5 1
4595 8 1 5
5334 8 2 3
6433 8 4 1
6244 8 2 2
5410 8 3 2
5346 9 4 4
4685 8 4 3
6271 9 2 3
5250 9 4 1
6359 8 4 5
4990 8 4 5
6648 8 1 4
5075 9 3 2
4742 8 4 4
5902 9 1 1
5832 9 3 4
5751 9 4 4
5985 8 5 2
4925 9 4 2
6519 9 4 1
4983 8 4 4
4327 8 2 4
5148 8 4 5
5671 8 2 2
6036 8 1 4
4858 9 1 4
6876 9 4 1
4840 8 3 1
5438 8 1 4
4307 8 3 2
4583 8 1 3
6875 8 2 3
6775 9 3 4
6211 8 5 4
6220 8 4 2
6410 9 4 1
4248 8 5 2
4475 8 4 3
4334 8 1 1
5725 8 4 5
6609 8 2 3
5700 8 2 3
4837 9 3 2
6150 8 5 2
6420 9 1 2
6279 8 2 1
5498 8 2 2
4317 8 4 4
4682 8 1 3
5260 8 5 2
5343 9 2 4
4100 9 2 4
5467 8 3 4
4982 9 5 4
6212 9 4 4
6403 9 4 3
6177 8 4 2
4789 9 3 4
4857 8 3 4
4955 8 1 3
6941 9 3 2
6506 8 5 2
5577 8 3 3
6551 9 1 5
5944 9 2 4
4229 9 3 4
4237 8 3 4
4229 8 2 4
6058 9 4 4
6657 8 5 1
6436 8 1 3
6984 9 4 1
4869 8 4 4
5181 9 1 3
5305 8 4 1
5552 8 2 2
6842 8 5 3
4060 8 5 5
6132 8 4 2
6279 8 4 4
4577 8 3 3
5365 8 4 5
4158 8 1 1
5213 9 3 4
5516 9 2 1
5459 8 3 5
5744 9 4 3
4668 9 5 5
4428 8 2 4
5317 9 4 1
6396 9 4 1
5084 9 3 2
4577 8 4 3
4021 8 2 2
6857 8 3 4
5431 9 5 1
4285 8 2 2
6997 9 1 2
4050 9 2 2
5925 9 4 1
4257 9 1 1
4732 9 3 3
6023 8 3 1
4504 8 1 1
4982 9 1 3
5948 9 1 3
4194 8 3 3
4848 8 5 5
5756 8 3 3
5694 9 4 5
5834 8 5 5
5710 9 2 1
4853 8 5 1
5371 8 4 3
5170 9 1 1
4316 9 1 4
4546 8 2 4
6900 9 3 4
4546 8 1 5
6691 9 4 4
5739 8 1 1
5282 8 1 1
4219 9 5 1
5218 9 4 5
6066 9 3 4
4694 8 3 4
6222 9 3 4
6509 9 1 1
4216 8 1 5
4353 8 3 5
6925 8 2 5
5490 8 1 2
4262 8 4 1
6308 9 5 1
6664 8 1 2
4045 9 3 2
6828 9 2 3
6840 8 5 2
5304 8 1 4
4492 9 4 2
5348 8 5 2
6557 9 2 2
5638 8 2 3
6066 9 4 3
