1106,7
1043,7
567,1
1176,6
640,4
1388,5
986,2
704,2
874,1
1335,2
1484,2
621,2
523,7
816,1
1202,2
1429,5
706,6
838,3
693,8
1123,3
1499,5
830,3
786,3
1316,3
1427,8
1001,8
554,8
923,5
751,5
730,7
835,7
1318,8
1221,7
961,6
694,6
670,5
641,3
1091,2
759,5
1067,1
729,6
1407,2
1256,1
662,7
1034,5
1010,2
765,1
901,4
1449,2
1140,1
841,4
795,2
1163,6
826,3
568,1
1262,6
525,2
1170,7
531,5
1199,2
725,4
585,2
872,1
949,3
847,1
1344,2
1216,1
866,4
976,5
771,4
1310,7
1364,1
911,4
913,7
990,5
981,5
1063,5
1462,7
1004,6
1155,4
687,2
620,3
1025,6
713,1
1114,1
670,6
1354,6
533,2
1407,5
572,2
816,1
920,7
642,6
1194,1
513,1
1145,7
665,5
560,2
589,3
866,3
1263,1
884,2
570,6
1089,1
813,5
1163,8
624,8
625,2
1172,7
876,8
1022,2
934,4
524,3
837,1
1124,7
1476,1
929,6
548,7
798,1
1049,6
1120,3
1247,1
535,3
631,5
1022,2
684,4
1124,8
1003,3
1202,3
1130,6
653,3
1160,3
1270,7
574,4
1384,4
1356,1
905,8
1159,5
941,2
866,8
1376,4
1338,5
1147,3
527,4
913,6
735,3
1402,6
1229,1
799,5
1490,3
638,2
883,2
633,3
852,4
1434,4
954,2
1074,8
1103,3
923,4
1074,7
602,4
957,7
865,1
1155,2
1147,8
833,3
913,1
660,1
581,5
516,7
1110,1
752,5
771,3
1322,6
787,3
908,5
957,4
643,1
507,3
571,8
1068,7
1219,3
993,1
1418,7
1224,6
1425,4
1104,2
971,1
1317,8
1348,7
1277,7
1222,4
1393,7
1257,3
1064,5
1339,3
896,3
1038,5
1470,3
1346,2
1081,5
931,4
1218,7
1020,4
606,5
1147,4
967,1
903,5
1375,4
504,4
1471,6
1181,1
1160,3
764,8
1136,7
1494,3
1095,3
1392,8
1058,7
538,7
1423,2
697,7
634,1
1231,1
1488,4
702,4
938,7
817,3
668,8
1412,4
1286,4
909,3
1027,7
1018,6
665,3
789,2
1440,8
1286,6
1094,6
719,6
738,7
646,3
1175,8
1358,1
1420,1
1311,1
954,3
1263,8
1293,1
793,8
886,2
733,5
1448,7
1280,3
1363,8
502,6
1182,4
1277,1
1095,8
1380,3
1463,7
1331,8
906,3
693,4
661,3
779,5
771,5
1491,1
1057,6
593,5
960,8
1180,7
763,3
1013,7
650,8
1315,2
1039,1
658,7
1183,5
1030,6
1018,3
1050,4
1102,4
1182,4
1297,6
1144,3
910,6
1282,3
1083,5
885,3
992,7
1364,4
1434,8
788,7
1024,8
962,5
1374,1
526,7
936,6
1246,8
785,6
1238,7
973,1
1263,1
1324,2
1165,6
777,6
1350,3
593,4
760,8
711,5
945,3
1319,6
1437,5
1065,4
1428,3
1025,7
1186,8
1413,2
739,1
1023,1
510,1
700,4
793,5
579,4
1158,3
954,4
1060,7
638,2
1025,6
1249,5
1023,7
873,8
844,6
694,8
1022,3
604,3
815,2
1354,2
910,4
1042,1
646,6
1274,4
850,1
1394,4
1377,2
752,1
863,2
1304,2
917,1
1320,4
1353,6
611,8
824,3
675,8
1308,7
1284,2
1433,3
1159,5
1484,1
1077,4
1358,1
1109,2
1173,6
1416,5
1115,1
762,5
667,4
707,7
1290,2
1263,5
1059,5
963,8
502,8
1297,1
1129,7
526,4
1142,3
1057,6
567,2
655,8
1000,6
1229,4
1293,5
1141,8
1044,1
758,1
627,8
1317,2
1221,7
1416,5
577,3
1468,1
756,8
836,5
1128,6
894,4
1140,8
1201,1
1022,7
586,4
998,6
767,6
709,7
779,1
662,7
747,4
852,5
680,6
693,8
1422,8
1397,2
1284,8
950,7
1126,3
574,3
528,3
841,3
1403,1
1160,2
828,5
514,7
723,4
835,5
898,1
1067,4
831,7
776,6
1171,5
622,4
956,3
1061,1
1111,4
804,7
514,5
1461,1
602,5
777,1
512,5
1173,3
905,2
533,2
510,1
664,2
713,2
1428,5
610,8
828,1
1297,8
967,2
1452,8
627,4
819,2
1457,4
1090,8
1371,8
1143,2
523,3
1181,6
1318,6
960,8
649,4
1049,3
842,4
1468,6
650,4
537,2
994,3
856,3
1412,8
865,5
1163,2
634,1
1318,8
530,8
760,2
846,7
948,7
897,3
1071,8
593,7
1022,5
1360,4
666,7
1441,1
1273,5
748,3
679,3
1059,6
741,7
1286,4
1105,6
659,6
693,8
1122,1
1340,7
528,2
1330,5
1483,6
1372,6
886,3
753,3
924,3
743,1
682,2
624,2
1376,5
1230,2
1273,5
1405,5
1356,5
704,7
713,8
1063,4
968,7
535,1
694,2
1338,2
1009,4
1105,6
655,4
1184,8
1466,1
1105,7
1214,5
843,8
734,6
1379,2
1476,1
556,2
848,8
1276,1
651,5
599,3
1427,7
1447,8
1481,5
1108,8
1490,8
1465,3
1364,6
847,8
1433,4
742,7
1032,4
689,7
962,8
1105,4
963,5
645,4
570,3
1377,1
786,4
700,4
889,3
670,8
1489,8
802,4
1062,1
1400,5
1183,2
654,4
816,8
768,3
1191,2
1134,6
797,1
1197,8
1080,2
1040,3
535,2
1009,4
942,1
1402,6
730,2
585,6
847,2
1188,7
1184,7
633,7
1014,3
801,2
974,1
1373,5
1460,7
1289,5
1108,4
1001,1
730,4
658,5
592,2
994,1
601,5
570,2
1115,6
1298,7
1466,1
926,6
1003,2
1064,8
678,2
614,2
720,2
790,6
679,7
1351,1
999,6
1482,6
1068,2
1160,3
857,5
989,2
1233,3
566,4
1453,5
823,1
1069,4
1032,2
1290,3
1217,2
1035,2
1115,2
1038,1
601,5
1298,2
631,4
930,3
1161,2
821,2
624,2
932,1
1433,8
1091,4
1102,5
939,8
1048,7
863,7
1357,8
1302,1
831,6
1457,5
894,3
822,8
1431,6
1156,5
548,2
783,7
838,5
1318,3
1160,3
755,8
518,4
883,3
1029,3
655,6
581,1
530,2
1013,2
756,5
574,6
1215,5
1331,2
1088,6
1142,8
983,8
1158,4
1402,4
1480,1
1399,8
932,4
1393,2
1418,6
925,2
525,8
998,2
830,2
629,2
739,4
1429,7
914,1
1366,4
1289,1
1440,4
1256,6
1370,6
873,1
620,2
606,5
634,4
812,5
1010,7
831,2
688,3
927,7
1359,1
1113,8
1171,6
592,8
1236,7
1093,3
1342,5
973,3
871,1
1106,7
1001,1
1037,8
992,2
1442,6
958,1
1284,3
702,5
1395,6
1453,7
651,3
1359,6
1168,8
745,4
1198,3
955,4
1037,2
793,8
1205,3
1186,6
1382,6
1200,3
748,8
1017,3
1113,1
853,7
827,8
1418,8
815,5
1132,3
758,7
1184,6
1448,8
595,2
1334,5
1263,1
1372,2
758,2
638,6
1066,2
778,3
1435,5
1327,1
1218,6
1068,2
871,3
1477,1
838,5
545,7
879,6
519,6
702,4
1291,2
1096,5
979,5
647,3
830,2
1079,2
1135,4
842,7
655,8
521,4
953,7
701,1
538,1
1237,5
1169,7
648,6
1411,7
797,5
1177,5
1065,5
1406,8
1321,5
548,3
569,4
695,5
1228,5
564,3
1292,3
1491,4
845,7
1466,6
821,7
1236,7
567,1
1419,6
1056,1
569,3
1049,7
1173,5
718,5
540,2
718,7
1302,4
637,3
930,2
1302,3
676,4
605,1
895,4
1228,2
1430,1
1396,6
543,5
734,7
930,1
578,1
1398,8
1144,1
1165,2
1494,8
1313,2
793,2
839,1
1191,1
1283,4
1189,8
1252,4
828,5
1249,5
1041,6
516,1
941,8
1246,5
1242,4
1235,5
592,3
1255,3
854,3
610,6
1205,2
616,1
1281,2
1468,8
1369,6
534,3
682,4
706,4
567,3
1147,3
636,7
1367,4
1466,3
837,7
677,7
1117,1
1077,2
1111,1
1154,1
510,6
1004,8
1406,7
1025,8
1052,2
720,2
1165,1
533,3
1498,1
550,1
530,5
1038,5
872,4
672,1
911,6
1110,4
819,4
1450,4
1105,1
1022,3
954,3
935,4
524,6
1031,8
874,3
618,5
1270,5
601,6
860,5
1126,8
1320,7
807,4
914,4
702,1
1496,1
1280,4
589,7
1181,2
609,4
1112,5
522,3
1111,6
1153,7
613,2
1448,6
1078,7
570,4
1251,8
1091,5
951,8
1138,7
760,4
676,6
1234,4
1268,2
1345,3
543,7
741,4
1204,3
515,8
1012,6
1370,5
822,5
571,1
727,6
660,8
1288,3
1006,2
1016,1
1070,1
971,8
1417,1
819,8
1492,8
1374,2
1259,8
1240,4
880,3
931,1
550,7
1277,1
798,2
1361,5
754,7
951,6
1169,1
1192,6
906,8
1309,6
1012,2
1080,2
757,3
1133,2
1457,8
682,2
790,1
669,5
533,5
701,5
1020,3
907,6
746,5
794,4
738,7
517,2
524,1
1360,4
504,1
1235,7
685,5
1018,8
545,8
983,2
1073,2
1116,4
1011,5
548,2
522,5
802,2
963,7
1028,2
1453,6
720,1
582,2
936,3
884,2
1347,1
1424,3
540,8
826,1
575,8
753,5
1152,8
953,8
702,8
747,8
1433,8
959,8
1360,7
725,4
1102,6
1413,6
701,6
1387,3
971,7
703,1
669,2
1156,4
777,2
1231,7
680,6
610,1
1404,2
1474,8
1102,8
790,2
980,8
1065,1
1113,7
1282,7
989,7
890,3
526,3
1253,2
791,6
1052,1
776,5
730,2
926,2
1398,6
1004,2
1217,2
826,1
672,5
1238,4
1308,8
849,8
537,6
1131,2
1195,6
872,6
848,7
1029,3
1097,4
526,6
866,1
1050,7
869,5
977,1
1034,7
1196,6
1323,5
1351,2
765,3
1395,6
720,1
1014,1
786,1
639,2
593,7
1044,8
1288,2
846,5
892,2
1312,1
919,1
500,3
1229,7
1375,5
733,1
1462,1
986,3
1216,6
539,6
966,8
752,2
865,7
1038,8
1002,6
1388,1
1488,7
903,3
893,5
1355,6
810,2
571,1
1100,2
970,3
1095,7
515,7
835,7
927,6
684,3
997,3
750,1
1278,4
775,4
993,5
743,2
1380,1
1159,7
1141,3
774,1
768,1
506,3
626,3
1461,5
589,3
741,4
780,5
552,6
602,8
1223,1
1470,6
883,4
1106,1
1166,6
812,6
1412,5
900,6
689,2
983,3
524,4
1100,8
1356,2
741,4
1498,5
520,8
656,4
582,6
840,2
915,5
1424,5
920,3
1332,8
702,2
1125,4
508,6
864,3
938,5
1394,5
502,8
907,6
1311,2
744,7
617,6
766,3
1385,6
836,6
609,1
784,1
861,4
604,1
551,5
1482,1
936,3
1494,5
889,2
724,1
1145,6
1169,8
1295,6
1278,1
1370,3
1082,7
918,1
711,1
1491,5
768,1
505,7
610,8
1046,2
1377,2
996,2
1123,6
1004,5
1227,1
1375,5
687,3
1383,5
1387,2
1465,2
753,6
1286,4
1265,5
962,5
870,7
1340,1
841,4
887,7
1442,5
1297,7
1220,1
818,4
1465,1
591,4
590,6
1064,5
1175,1
1294,2
1054,3
786,7
584,6
777,1
928,4
900,2
1177,6
1016,3
534,8
624,2
1244,3
1212,7
1003,3
1036,1
1240,2
1453,7
1175,4
576,4
1231,5
1135,2
1062,8
1105,2
1055,2
1040,2
1328,6
993,8
1121,1
1116,7
1322,1
669,7
837,2
818,2
1212,1
669,4
988,4
844,3
1138,1
544,8
660,7
1067,3
843,2
1397,6
1119,3
528,3
1252,7
1290,7
548,7
564,3
1294,8
1137,1
957,3
1457,4
668,8
759,3
808,6
751,7
1094,6
1043,3
655,2
560,4
1040,7
1197,8
655,2
988,4
1092,3
1324,8
1172,3
1110,6
940,3
798,4
1244,8
1261,6
713,2
1109,7
607,4
1444,1
783,1
652,3
598,4
1202,2
1126,8
774,4
593,2
594,1
1322,4
679,2
871,3
957,7
572,4
1273,3
785,2
1227,3
1352,3
1192,7
511,4
742,8
925,1
534,3
1339,1
823,4
959,2
1457,7
1289,1
782,2
856,5
1488,7
925,5
1383,1
931,6
1089,5
692,1
1263,3
1096,5
694,5
530,1
755,8
1307,4
1387,8
1491,1
570,8
596,5
674,2
1154,3
966,4
1248,2
1119,5
1133,5
1007,6
559,3
1004,3
1374,8
1311,4
1364,4
1462,7
1467,3
735,1
601,4
718,5
600,5
689,4
1344,8
1257,6
984,7
1332,7
1010,5
1025,5
1312,8
1459,1
748,1
1178,4
836,6
1118,4
1453,3
549,8
1015,4
1079,8
1338,6
521,8
631,7
1255,6
1226,2
1285,2
710,7
823,6
778,3
1303,6
1139,4
607,2
1122,8
1296,2
615,7
554,1
1126,5
893,4
1313,4
840,5
526,2
1279,3
1099,7
1378,4
927,2
572,6
1386,4
746,3
1048,5
1357,3
1241,5
1416,6
1149,6
862,2
735,8
1342,1
775,5
777,7
700,7
1222,3
906,6
691,4
744,6
966,6
749,8
636,4
501,8
555,8
926,7
651,1
1064,2
603,4
684,3
1281,7
667,7
569,2
507,7
634,7
1310,2
516,3
595,3
1471,5
1089,7
745,6
521,2
1454,2
1092,2
1045,6
1205,4
800,2
1079,6
988,2
834,5
882,7
1107,8
533,3
1193,5
1236,5
703,2
651,1
543,6
501,4
1307,1
1285,7
1138,1
1310,1
1177,6
934,2
768,1
1114,5
855,8
1039,6
1000,5
813,5
1430,1
984,1
1447,3
994,8
894,5
987,6
828,8
1290,4
1432,6
1217,3
1268,1
1284,1
1202,3
642,3
1015,5
512,4
1055,4
650,5
929,8
1099,6
1196,7
1470,3
930,2
958,2
1172,6
763,4
838,6
1078,2
1189,7
608,3
782,4
1222,3
521,3
1367,5
1301,7
1024,5
1253,7
640,7
1412,8
1032,4
725,6
1390,6
1295,1
690,1
1087,5
783,5
1158,2
726,1
1468,6
512,3
884,7
947,5
802,6
823,2
1251,8
969,1
1044,7
1496,1
998,8
1046,6
560,6
1136,2
1309,7
1154,7
1464,5
1045,4
845,8
779,7
1202,2
1396,3
1038,4
729,2
544,7
1369,4
619,5
1043,8
969,8
523,1
950,3
1296,5
774,8
814,3
593,2
1167,3
1277,5
1159,3
1373,2
1472,6
1338,7
1419,7
1143,6
1080,7
1369,5
1152,3
1102,6
1449,2
1285,8
786,6
919,6
1032,8
548,5
1496,1
937,4
1397,6
1392,7
1404,3
865,5
831,4
1208,4
1351,8
1103,8
949,7
653,3
515,5
855,2
1030,7
926,4
678,6
953,1
674,2
1444,8
1206,8
1321,1
1166,7
631,4
799,7
1296,2
1332,3
623,3
1207,1
1281,7
1016,8
555,1
563,1
957,8
741,1
1086,8
823,5
1200,2
1230,7
709,7
834,1
641,2
869,7
1170,6
1423,2
854,5
656,2
1436,4
661,3
798,3
1471,3
908,1
1376,3
661,7
903,5
978,4
1374,5
643,1
1106,2
1198,6
842,7
541,5
1276,5
568,4
605,4
1099,1
544,1
1360,2
872,2
1480,2
801,8
598,3
1460,4
813,8
1321,5
772,1
1266,1
1390,5
781,2
1343,3
1075,3
564,2
839,3
890,2
1137,1
1209,2
1275,1
1194,4
1251,5
1279,5
995,8
651,1
1077,7
1226,7
1275,1
849,8
1478,8
1441,6
742,1
568,3
649,8
1177,7
1183,7
549,7
797,1
1410,2
1184,2
523,5
1085,2
648,1
830,1
1335,3
968,5
1291,5
1139,1
1164,4
1009,8
1327,1
1115,3
1144,4
728,8
957,5
839,4
1237,5
912,1
1408,5
790,3
976,4
1423,7
1217,7
655,6
1141,5
1401,1
1380,1
1400,5
1154,3
1333,1
1144,8
1490,5
1104,1
839,5
1195,2
770,6
1181,4
772,1
1404,5
882,6
892,5
665,2
831,5
638,4
1379,4
716,4
812,2
1095,6
828,8
1497,6
848,7
819,3
1213,1
599,1
1042,5
683,1
968,6
1225,4
1024,6
1396,1
619,7
1405,3
576,3
1119,6
577,4
872,3
1447,6
1489,2
568,4
1304,7
1173,8
660,8
617,7
1160,7
847,5
980,3
531,4
976,3
1364,3
1066,6
912,5
834,4
921,6
1372,2
670,5
710,4
1381,7
1379,3
1247,1
1367,1
733,8
1196,3
1002,4
964,7
1416,2
872,5
624,1
1376,3
972,7
1260,3
568,5
994,8
792,8
1217,1
731,2
1398,5
657,8
589,8
848,5
1186,5
749,8
744,4
898,1
842,5
619,1
1448,6
1309,2
917,2
848,5
1446,3
1332,3
1157,1
675,6
1207,3
1046,1
1114,5
1226,5
627,3
844,5
928,5
1187,4
1201,3
565,6
892,3
533,4
914,1
1011,4
668,6
1156,1
1065,4
1499,6
1340,8
720,1
970,1
504,5
985,1
1318,8
824,1
1241,7
690,2
909,7
668,1
1422,6
842,3
1243,8
1453,2
807,6
576,6
950,4
1419,7
1382,2
719,1
659,6
818,1
632,7
1198,8
818,5
1262,6
1383,7
1176,1
624,5
1393,5
731,8
1117,6
1412,6
662,4
1140,2
1184,6
1242,4
962,3
730,5
655,4
1411,5
1214,6
638,1
1286,7
835,7
878,7
1494,3
916,1
914,7
1125,1
836,7
1093,8
572,3
1231,6
688,8
958,7
921,1
853,2
625,2
676,6
957,6
1404,5
944,1
1046,6
577,8
1198,5
526,7
1206,6
768,3
1408,2
1120,2
819,1
1355,8
1402,1
946,4
1202,5
845,2
739,2
930,1
1392,6
1064,7
778,1
888,4
1474,1
726,5
1478,8
1037,2
1374,1
1033,2
1431,4
897,5
607,5
1436,3
850,3
1154,3
1269,8
1351,6
1497,5
1300,5
667,8
655,7
1393,8
1140,8
807,8
588,7
1170,2
932,7
1221,6
1209,1
1211,3
1323,7
572,5
727,3
1259,8
834,1
1207,4
1306,3
1145,1
831,4
1493,5
1194,7
1125,4
973,1
1258,7
956,4
796,8
762,5
1316,4
1255,8
1168,2
720,2
1103,4
743,8
693,4
669,6
857,1
573,2
534,1
1331,3
1055,1
781,4
1086,3
1497,5
1406,7
1079,4
599,5
1120,7
1483,1
1343,5
1271,8
1143,6
515,3
1293,1
910,2
1015,5
1067,3
797,1
993,3
1015,7
1098,3
656,6
665,6
889,8
1130,3
793,4
541,6
1435,5
1363,4
929,2
1196,7
960,7
568,6
731,3
1004,8
1428,4
768,2
985,8
